end_station_index,start_station_index,footprint_main_leg,station_footprint_start,station_footprint_end,rab_dif_footprint_start,rab_dif_footprint_end,gtfs_station_name_start,gtfs_station_name_end,mode,total
29,601,0.8389186838742263,1.696953347312951,4.23088038423278,2.937430569868556,0.787775695486681,Agen,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,10.491958680775193
29,662,1.2660729112849118,0.7819033794132801,4.385851488271354,4.317642285879674,4.29445935660093,Massy TGV,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,15.045929421450149
29,663,1.2969519677811125,4.18711281691369,1.574521420762638,2.387657661253233,0.43811374923997726,Le Mans,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,9.884357615950652
29,664,1.8489872072844638,2.968022255491109,0.5467737549549684,2.5635343526045795,2.7869575613160253,Rennes,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,10.714275131651148
29,665,2.825061610216872,4.858422552046287,0.05616685302052227,2.272124115196114,1.7722265392468466,Saint-Brieuc,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,11.78400166972664
29,666,1.538319113552702,2.7116629595752713,1.5835291506919718,1.1037307738469408,1.7633149474618404,Guingamp,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,8.700556945128726
29,667,4.183511241970023,2.7449593493413804,3.2645178863314706,2.5701511823738983,2.968924760918146,Brest,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,15.732064420934918
29,668,3.0367463033882154,4.3879391405329295,2.7746854512272803,0.4585305300693132,3.989315839196024,Quimper,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,14.647217264413763
29,669,2.919646442893028,0.4716993605865788,4.297070136435531,1.954984620905484,3.19162526667951,Morlaix,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,12.835025827500134
29,670,4.00412574497117,2.38506594130159,3.775402709216722,3.497179059011837,1.3032421156810177,Lorient,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,14.965015570182336
29,671,4.8157044904150945,2.6438218548501324,1.3363704996957386,3.7433853380917044,3.980532963325256,Auray,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,16.519815146377923
29,672,4.058993097384925,0.29684334994368955,3.459599154188893,3.221866288598884,4.357421006665673,Vannes,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,15.394722896782065
29,673,4.045127037625233,2.2678208657994436,2.115721298508533,3.401856196959114,3.8024292576331424,Laval,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,15.632954656525467
29,674,4.069010573874675,1.79588768205737,4.6630360352004425,4.6515483566919045,3.844291463897428,Surgères,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,19.02377411172182
29,675,0.7435229949991612,4.0463423327359935,4.680231241982276,2.9601075689610306,0.25286228490016716,Niort,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,12.683066423578628
29,677,1.4053874924691496,1.5721781008743312,1.0779873160823161,2.851048902558613,1.5769835140534534,Poitiers,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,8.483585326037865
29,678,2.653691388961847,4.033067576617792,4.143662040376115,0.021098951441458902,3.944633402168879,Angoulême,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,14.796153359566091
29,725,3.6785175464284077,3.7462098208405297,1.6349308394130473,4.755363756449544,1.8083251842513954,Futuroscope,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,15.623347147382923
29,731,0.7826290541105801,2.4755093501001433,4.383202553082526,2.2269256355594944,2.093617383674876,Sablé-sur-Sarthe,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,11.96188397652762
29,734,4.444588914428726,3.456038106759594,4.472980406799859,2.4486107460387023,3.987023786871128,Redon,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,18.80924196089801
29,735,3.3110036845520496,2.899961181637045,3.6670456571761156,0.8663038036059262,4.21368601768243,Vitré,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,14.958000344653566
29,736,0.21902782541606158,4.273586635785224,4.658121975299449,2.0085933611685114,1.6753690512822312,Lamballe,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,12.834698848951478
29,737,2.1676490410837443,0.7690178897145239,1.9962142975444324,0.23157623757900092,3.6062065203248848,Plouaret Trégor,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,8.770663986246586
29,738,4.29844696489382,4.152653107591094,3.309555544001514,4.354461165790308,0.8222605720330384,Lannion,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,16.937377354309774
29,739,4.990607007834918,4.986415857260324,3.420549940679385,1.5336823492724032,0.3218250749366658,Rosporden,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,15.253080229983697
29,740,3.1332578840454754,2.9175236179349695,0.8659048533062569,0.24260941585957374,1.5032160326294313,Landerneau,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,8.662511803775708
29,741,2.194492542191877,1.5778615681110564,4.9843753688705945,2.655630412802155,2.2779948915600197,Quimperlé,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,13.690354783535703
29,742,4.259784020562437,0.594779096019965,0.23115541791200678,3.8515429865551325,2.5516762443703254,Dol-de-Bretagne,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,11.488937765419866
29,743,2.233952886374434,1.8046845601960504,2.960143790737422,1.87283772748488,2.2917542573284067,Saint-Malo,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,11.163373222121193
29,744,1.938443356878219,3.849708110930914,2.7574289031543047,4.415575359443112,2.073877534492654,Ancenis,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,15.035033264899203
29,745,1.669558863663037,3.559719204391734,3.2536415572558965,2.434167639166125,4.842196573382937,Saint-Nazaire,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,15.75928383785973
29,746,1.0295174220320162,2.5785062726253223,3.6869122839353285,0.010692249102407514,3.33040818073136,Pornichet,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,10.636036408426435
29,747,1.8902446190591453,4.249076237505808,3.672854099669367,1.5480863229621784,0.21005267246083092,La Baule-Escoublac,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,11.570313951657331
29,748,1.7386964941238814,4.2190048984059665,3.6989202701481165,4.887231750078531,1.0879312402494405,Le Pouliguen,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,15.631784653005935
29,749,0.10761043204647991,3.32825700731072,0.2925996364880923,4.132752879558648,4.62406138468706,Le Croisic,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,12.485281340091
29,750,2.1873823831808092,4.173458262242278,0.42030770700974884,0.3119229760113379,4.52411845465514,Saint-Maixent-L'École,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,11.617189783099313
29,751,2.407571405823264,3.935550896709677,4.1606894351079955,3.2974140524710087,0.04508247718080005,Les Sables-d'Olonne,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,13.846308267292745
29,752,4.894516962818501,3.6495687712929348,1.6189664353321132,0.5105412602604426,1.9706375225460726,Tours,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,12.644230952250064
29,753,0.5423048066084724,2.47366640686502,0.7338063518530369,0.5502889722209137,2.5710822971928526,Vendôme - Villiers-sur-Loir,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,6.871148834740296
29,754,3.1776074244335155,4.285921974912196,3.580247587093461,1.1085191543170674,4.197808044633502,Châtellerault,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,16.350104185389743
29,755,1.5421504787345497,0.37162151992903514,1.989003973390309,1.4469561647700298,1.111981545309172,Biganos Facture,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,6.461713682133096
29,756,1.326793165375852,2.7033716089299014,1.0593337482707477,2.201883137154592,1.481148685369706,La Teste,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,8.772530345100797
29,757,4.748534706679814,2.1382537954891263,0.026637651590309397,2.563582607195858,3.7483262509064446,Arcachon,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,13.225335011861553
29,758,0.0626705991757931,2.889055333168446,4.7066037842065045,2.6271755574094464,0.41621536843940876,Libourne,Paris Montparnasse / Gare Montparnasse / Paris Montparnasse Hall 1 - 2 / Paris Montparnasse Vaugirard,train,10.701720642399598
106,551,0.5969672469728643,2.1864219621682035,0.04653502660282416,3.8015149664390573,1.4685408225071572,Tarbes,Gare d'Austerlitz / Paris Austerlitz,train,8.099980024690106
106,552,4.920641239607142,1.045074374164231,2.4489105192246434,3.958437362337338,0.4404167274878207,Lourdes,Gare d'Austerlitz / Paris Austerlitz,train,12.813480222821175
106,553,2.137744307274045,3.2874678554746484,2.39906049702322,4.5613979113667025,2.2935324919784628,Pau,Gare d'Austerlitz / Paris Austerlitz,train,14.679203063117077
106,554,2.1175340982700814,1.9522210307142456,1.6354046909224844,1.7349931419659659,0.03982243358433668,Orthez,Gare d'Austerlitz / Paris Austerlitz,train,7.479975395457113
106,555,0.6078153962670985,4.727952947347357,2.0350887057290357,1.6892097223099363,2.3315787099494067,Bayonne,Gare d'Austerlitz / Paris Austerlitz,train,11.391645481602835
106,556,1.7380845553227187,3.1267714748118713,4.033860377904427,0.4382653630279221,4.137422615929867,Dax,Gare d'Austerlitz / Paris Austerlitz,train,13.474404386996806
106,557,4.724806328970775,2.3703641956400916,2.2657175083999244,4.036599032589022,3.4621822061250693,Biarritz,Gare d'Austerlitz / Paris Austerlitz,train,16.859669271724883
106,558,2.808348269847449,3.6474629871143724,4.778447768844776,2.283631800394499,1.578253432503001,Hendaye,Gare d'Austerlitz / Paris Austerlitz,train,15.096144258704097
106,559,3.0041171013326347,3.3057204912314053,1.299731519048526,2.3715770372681306,0.12239322799989127,Saint-Jean-de-Luz - Ciboure,Gare d'Austerlitz / Paris Austerlitz,train,10.103539376880589
106,590,3.695128969923945,4.679511334173675,1.6983360602126556,3.3367092660415576,3.014067364252372,La Rochelle,Gare d'Austerlitz / Paris Austerlitz,train,16.423752994604207
106,597,4.820819358798141,1.8960213763887512,0.16929107059619142,0.0989505924981271,4.186349132976822,Saint-Pierre-des-Corps,Gare d'Austerlitz / Paris Austerlitz,train,11.171431531258033
106,600,0.37098087879488095,0.5330147929610163,1.3733953130384657,3.358562158804286,0.379215119793479,Bordeaux Saint-Jean,Gare d'Austerlitz / Paris Austerlitz,train,6.015168263392129
106,601,0.07707994910961913,4.5745251240014175,1.8344503502737453,3.706963532509401,1.3302147475787658,Agen,Gare d'Austerlitz / Paris Austerlitz,train,11.523233703472947
106,674,3.174727726949624,2.3132944326359035,2.8351009370671103,0.5728513220287867,0.027976449728213115,Surgères,Gare d'Austerlitz / Paris Austerlitz,train,8.923950868409639
106,675,4.104543229178759,4.42480511878599,0.5301226676866777,2.70951942361811,1.7514927951385306,Niort,Gare d'Austerlitz / Paris Austerlitz,train,13.520483234408067
106,677,1.2666323850110244,1.1537824504522702,0.5141688101884134,1.8765519673712083,4.376353081455776,Poitiers,Gare d'Austerlitz / Paris Austerlitz,train,9.187488694478692
106,678,0.10775301958741212,3.654425896117358,1.1683163262519698,4.664813635396003,3.016882255867164,Angoulême,Gare d'Austerlitz / Paris Austerlitz,train,12.612191133219907
106,725,3.3074258132376757,1.4532042175543185,3.6852275009365076,2.6110691146635423,4.110250688984941,Futuroscope,Gare d'Austerlitz / Paris Austerlitz,train,15.167177335376984
106,750,1.6670130613092315,3.5017779226781345,3.2052161180503136,2.2957522942675412,3.920159064549609,Saint-Maixent-L'École,Gare d'Austerlitz / Paris Austerlitz,train,14.589918460854829
106,752,0.5724938706887478,1.642898002995653,0.824184744387636,0.650350634508976,1.7447120594924426,Tours,Gare d'Austerlitz / Paris Austerlitz,train,5.434639312073455
106,754,3.682527301897464,0.16383236346391383,3.1008115549623065,4.415000887358281,2.5402621591341132,Châtellerault,Gare d'Austerlitz / Paris Austerlitz,train,13.902434266816076
106,755,4.657127512610394,4.579089446341048,2.2534973151547395,1.6049482320384283,3.9931956638272723,Biganos Facture,Gare d'Austerlitz / Paris Austerlitz,train,17.08785816997188
106,757,0.5423313861073836,0.35843640270152244,0.34894439330433513,2.9318518301698484,0.8253821049103033,Arcachon,Gare d'Austerlitz / Paris Austerlitz,train,5.006946117193393
171,5,1.7161940758731005,1.1953898664226519,4.255388936644535,4.358850164991272,3.423454292468275,Versailles Chantiers,Mantes-la-Jolie,train,14.949277336399835
171,478,0.2514162492005151,0.5970210865246595,3.6007104425559806,1.4953953489663574,0.196681387208546,Massy - Palaiseau / Massy Palaiseau RER C,Mantes-la-Jolie,train,6.141224514456058
171,509,3.30217737179973,2.703429236808712,3.424654643627754,2.4341919594971886,1.2086631244662365,Avignon TGV,Mantes-la-Jolie,train,13.07311633619962
171,511,2.7012622850671244,2.546719441084962,2.9423875500175107,0.3987731808491807,3.5914736728432906,Lyon Part Dieu,Mantes-la-Jolie,train,12.18061612986207
171,513,4.597451024391394,0.6338861319067868,3.264006948376164,2.543511116437171,4.216171801131081,Marseille Saint-Charles,Mantes-la-Jolie,train,15.255027022242597
171,683,4.971156428476082,0.007478967815682802,4.2182065174253625,1.6919750326912408,0.1901572867978979,Valence TGV Rhône-Alpes Sud,Mantes-la-Jolie,train,11.078974233206266
171,732,4.342979995429309,4.641132818143764,2.761959679198993,0.8063267240392025,0.5546583213152395,Rouen Rive Droite,Mantes-la-Jolie,train,13.107057538126508
171,733,2.648135818214687,3.1854110096543615,0.8529873975046154,0.7519776793080318,1.6048192918028459,Le Havre,Mantes-la-Jolie,train,9.04333119648454
236,356,3.344356110774908,0.24265525280679323,0.5582171940409619,0.9976029707896505,1.794382243861223,Aéroport Charles de Gaulle 2 (Terminal 2) / Aéroport Charles de Gaulle 2 TGV,Marne-la-Vallée Chessy,train,6.937213772273537
236,503,1.7379836260889725,3.83147268612074,0.3395064372464207,1.4572160733177875,0.9073310786895106,Champagne-Ardenne TGV,Marne-la-Vallée Chessy,train,8.27350990146343
236,506,4.24204906094734,4.2407756850303,3.95958873945373,3.0977307337229263,0.9555479541790352,Strasbourg,Marne-la-Vallée Chessy,train,16.49569217333333
236,509,0.17080103669047275,0.9803001198244155,2.4433106488026866,1.0264728869321322,4.882286279467085,Avignon TGV,Marne-la-Vallée Chessy,train,9.503170971716791
236,510,4.518776467121892,3.2302759487128796,3.4432995002223143,1.4102361228773486,0.8296581895564864,Aix-en-Provence TGV,Marne-la-Vallée Chessy,train,13.432246228490921
236,511,2.596053379305872,1.3845002018218815,0.774861977579695,1.9866841303295972,4.870083596993204,Lyon Part Dieu,Marne-la-Vallée Chessy,train,11.61218328603025
236,513,4.003673929132584,3.6633148139669065,3.7404890441843595,4.374098305120694,4.942181127290747,Marseille Saint-Charles,Marne-la-Vallée Chessy,train,20.723757219695294
236,579,0.09810490513209091,0.4204171592955047,0.9243807220854378,1.647509096651848,1.5177225319552878,Narbonne,Marne-la-Vallée Chessy,train,4.608134415120169
236,580,3.088939543553067,0.5957685075789965,0.20782512918273488,1.5423444467314495,0.5527457203678859,Perpignan,Marne-la-Vallée Chessy,train,5.987623347414134
236,588,2.159193130009976,2.286244075060747,0.346129391186919,0.3745715337001726,3.4530023853008505,Nantes,Marne-la-Vallée Chessy,train,8.619140515258664
236,589,0.33733124980626084,0.09105685441276545,4.468068132506549,4.663171813208516,3.090962396479288,Angers Saint-Laud,Marne-la-Vallée Chessy,train,12.650590446413378
236,597,3.0824798411235617,4.019706933639992,3.216781145780323,1.608194269929285,1.5714534705620864,Saint-Pierre-des-Corps,Marne-la-Vallée Chessy,train,13.498615661035249
236,600,3.2522491771814313,0.8578097458854411,1.655862353555217,4.4534361317686315,1.1979114191678741,Bordeaux Saint-Jean,Marne-la-Vallée Chessy,train,11.417268827558594
236,615,3.828193516994229,1.4644455982345979,2.885802487993675,3.7390684659181406,3.0479167229382846,Lyon Perrache,Marne-la-Vallée Chessy,train,14.965426792078928
236,626,0.6670298319978607,1.0763686701689639,2.87240918231615,2.2907395811480518,4.033456779817224,Montpellier Saint-Roch,Marne-la-Vallée Chessy,train,10.940004045448251
236,627,4.843025939753799,2.598675790347888,3.0413540999922812,4.263675109838551,3.4787620913548913,Sète,Marne-la-Vallée Chessy,train,18.22549303128741
236,628,0.6848267493767124,1.4550655108015738,4.556992276986124,4.54868966853491,1.6558893268717707,Nîmes,Marne-la-Vallée Chessy,train,12.901463532571091
236,629,0.11565664660267927,3.0291879499050394,0.013882652211413271,2.8158503828781485,1.2686025636153098,Béziers,Marne-la-Vallée Chessy,train,7.243180195212591
236,659,1.3988325394356627,3.721305308043389,0.4804123416331013,0.21915587680397475,0.9387669584285563,Lille Flandres,Marne-la-Vallée Chessy,train,6.758473024344685
236,660,0.0730933594733113,4.857394154177011,4.881165088982939,0.8543924905551598,0.4085796310957496,Tourcoing,Marne-la-Vallée Chessy,train,11.074624724284172
236,661,4.015952140994327,2.4124770382529537,0.5619694988540513,3.176893183272975,1.842036290259637,TGV Haute Picardie,Marne-la-Vallée Chessy,train,12.009328151633945
236,662,4.624309821072365,1.4254677741198551,1.3528066213363727,0.4063738497163394,0.324278549467798,Massy TGV,Marne-la-Vallée Chessy,train,8.133236615712729
236,663,3.3100852870091257,3.27283416639062,2.7311427755426636,0.06229099123693682,0.1324873648111513,Le Mans,Marne-la-Vallée Chessy,train,9.508840584990498
236,664,1.4662007850251784,2.251877064765702,3.771034945896962,1.5752386295070657,4.44073954040869,Rennes,Marne-la-Vallée Chessy,train,13.505090965603596
236,673,1.523130290368383,1.4401829211837291,0.5149193368906696,4.098787610197668,2.4203491246481383,Laval,Marne-la-Vallée Chessy,train,9.997369283288588
236,677,1.5997970886792645,2.506267420555967,1.6810094405043863,2.451388200906941,0.7697344116676613,Poitiers,Marne-la-Vallée Chessy,train,9.00819656231422
236,678,3.50862294419446,2.352053240850209,0.39582480933658015,0.021287699718985365,1.968928359371409,Angoulême,Marne-la-Vallée Chessy,train,8.246717053471643
236,679,2.443408090814731,4.202976103753822,4.096892478375749,2.4149500919109874,4.288623448881737,Montpellier Sud de France,Marne-la-Vallée Chessy,train,17.446850213737026
236,680,1.7857329065548182,1.8386402052946433,3.4474265705954243,0.11233649754177011,4.431039886852172,Nîmes Pont du Gard,Marne-la-Vallée Chessy,train,11.615176066838828
236,682,1.5012312344265422,1.2012661468000252,3.2418362849648292,4.3497414563941605,2.0392616784454587,Lyon Saint-Exupéry TGV,Marne-la-Vallée Chessy,train,12.333336801031017
236,683,0.9227261162819916,3.854410552002661,3.0662183017948657,1.4766025267358978,0.31900243638403547,Valence TGV Rhône-Alpes Sud,Marne-la-Vallée Chessy,train,9.638959933199452
236,684,3.4804867356346127,2.9240659354319543,2.8452777546231345,2.1106004364753925,1.0827403251951222,Agde,Marne-la-Vallée Chessy,train,12.443171187360216
236,688,2.5930168656857235,1.1871573340941683,1.9677513181626471,0.09247118919820996,2.560195395610154,Offenburg,Marne-la-Vallée Chessy,train,8.400592102750903
236,689,0.6668831733364888,0.1959435787774244,0.9577516639559164,1.693504629838204,3.171326334658247,Lahr (Schwarzw),Marne-la-Vallée Chessy,train,6.685409380566281
236,690,4.250745304417668,0.06788308808827581,0.7765818181781609,3.084604722088991,3.658487871195644,Ringsheim,Marne-la-Vallée Chessy,train,11.83830280396874
236,691,1.1729873448016597,2.363669048873134,4.0017682457985595,3.487963900872823,0.21950483181350178,Freiburg (Breisgau) Hbf,Marne-la-Vallée Chessy,train,11.245893372159678
236,698,4.048690909020827,1.1031477272463175,2.294101619119564,4.70293383500082,0.36045982008269417,Lorraine TGV,Marne-la-Vallée Chessy,train,12.509333910470223
236,702,2.678586652342434,2.9549045066119843,4.6514131176920595,0.38243695710560355,3.1726279810864484,Meuse TGV,Marne-la-Vallée Chessy,train,13.839969214838531
